公文名称,正文链接,发布日期
印发《关于加快推进长江经济带农业面源污染治理的指导意见》的通知(发改农经〔2018〕1542号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201811/t20181101_962306.html,2018-11-01 09:41:12
关于新建重庆至黔江铁路可行性研究报告的批复(发改基础〔2018〕1517号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201810/t20181030_962304.html,2018-10-30 08:49:37
关于增量配电业务改革第一批试点项目进展情况的通报(发改经体〔2018〕1460号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201810/t20181018_962299.html,2018-10-18 14:08:44
关于新建上海经苏州至湖州铁路可行性研究报告的批复(发改基础〔2018〕1451号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201810/t20181017_962298.html,2018-10-17 14:13:21
关于深圳市投资控股有限公司发行公司债券核准的批复（发改企业债券〔2018〕144号）,https://www.ndrc.gov.cn/xxgk/zcfb/qt/201810/t20181012_965985.html,2018-10-12 18:32:18
关于山西沁水盆地马必区块南区煤层气对外合作项目总体开发方案的批复(发改能源〔2018〕1372号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201810/t20181008_962288.html,2018-10-08 16:47:23
关于鄂尔多斯盆地东缘山西柳林区块煤层气对外合作项目总体开发方案的批复(发改能源〔2018〕1373号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201810/t20181008_962287.html,2018-10-08 16:40:29
关于山西沁水盆地成庄区块煤层气对外合作项目总体开发方案的批复(发改能源〔2018〕1293号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201810/t20181008_962286.html,2018-10-08 16:28:54
关于加快推进长江两岸造林绿化的指导意见(发改农经〔2018〕1391号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201809/t20180930_962285.html,2018-09-30 08:52:23
关于建立特色小镇和特色小城镇高质量发展机制的通知(发改办规划〔2018〕1041号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201809/t20180928_962283.html,2018-09-28 11:58:05
关于通报2018年一季度行政许可和行政处罚等信用信息公开工作第三方评估结果暨启动二季度评估工作的通知(发改办财金〔2018〕984号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201808/t20180827_962270.html,2018-08-27 09:13:26
关于开展“十三五”城镇污水垃圾处理设施建设规划中期评估的通知(发改办环资〔2018〕724号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201807/t20180718_962755.html,2018-07-18 09:12:19
关于大力发展实体经济积极稳定和促进就业的指导意见(发改就业〔2018〕1008号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201807/t20180716_962753.html,2018-07-16 16:20:23
关于新建包头至银川铁路银川至惠农段可行性研究报告的批复(发改基础〔2018〕972号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201807/t20180716_962752.html,2018-07-16 15:55:58
关于创新和完善促进绿色发展价格机制的意见(发改价格规〔2018〕943号),https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/201806/t20180629_960951.html,2018-07-02 14:55:04
关于完善国有景区门票价格形成机制降低重点国有景区门票价格的指导意见(发改价格〔2018〕951号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201806/t20180629_962743.html,2018-06-29 10:58:46
关于江苏省美尚生态景观股份有限公司发行政府和社会资本合作(PPP)项目专项债券核准的批复(发改企业债券〔2018〕119号),https://www.ndrc.gov.cn/xxgk/zcfb/qt/201806/t20180612_966628.html,2018-06-12 17:44:24
关于组织实施生物医药合同研发和生产服务平台建设专项的通知(发改办高技〔2018〕633号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201806/t20180611_962738.html,2018-06-11 14:59:51
关于开展长江经济带小水电排查工作的通知(发改办能源〔2018〕606号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201805/t20180530_962735.html,2018-05-30 10:05:21
关于山西霍东矿区中峪煤矿项目核准的批复(发改能源〔2018〕776号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201805/t20180528_962733.html,2018-05-28 14:54:15
关于加强对电子商务领域失信问题专项治理工作的通知(发改财金〔2018〕716号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201805/t20180520_962730.html,2018-05-20 11:17:17
关于太湖流域水量分配方案的批复(发改农经〔2018〕679号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201805/t20180518_962729.html,2018-05-18 16:43:16
关于松花江干流（佳木斯以上）流域水量分配方案的批复(发改农经〔2018〕685号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201805/t20180518_962728.html,2018-05-18 16:38:13
关于粤东地区城际铁路建设规划的批复(发改基础〔2018〕687号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201805/t20180515_962724.html,2018-05-15 17:15:52
关于做好2018年降成本重点工作的通知(发改运行〔2018〕634号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201805/t20180509_962721.html,2018-05-09 14:54:25
关于新建和田至若羌铁路可行性研究报告的批复(发改基础〔2018〕652号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201805/t20180508_962720.html,2018-05-08 11:02:19
关于推进高铁站周边区域合理开发建设的指导意见(发改基础〔2018〕514号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201805/t20180507_962719.html,2018-05-07 09:28:16
关于做好2018年重点领域化解过剩产能工作的通知(发改运行〔2018〕554号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201804/t20180420_962714.html,2018-04-20 17:14:32
关于印发《长江经济带绿色发展专项中央预算内投资管理暂行办法》的通知(发改基础规〔2018〕360号),https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/201804/t20180416_960944.html,2018-04-16 16:03:11
关于规范主题公园建设发展的指导意见(发改社会规〔2018〕400号),https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/201804/t20180408_960942.html,2018-04-09 10:00:03
高效节能家电产品销售统计调查制度(试行) 2018年第5号公告,https://www.ndrc.gov.cn/xxgk/zcfb/gg/201804/t20180409_961204.html,2018-04-09 09:58:31
印发《关于对公共资源交易领域严重失信主体开展联合惩戒的备忘录》的通知(发改法规〔2018〕457号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201804/t20180408_962709.html,2018-04-08 14:41:16
关于新疆和什托洛盖矿区沙吉海一号煤矿项目核准的批复(发改能源〔2018〕477号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201804/t20180404_962708.html,2018-04-04 09:29:25
关于贵州省赤水市城市建设投资经营有限公司发行公司债券核准的批复（发改企业债券〔2018〕40号）,https://www.ndrc.gov.cn/xxgk/zcfb/qt/201804/t20180403_966539.html,2018-04-03 14:17:17
关于请组织开展2018年“创响中国”系列活动的通知(发改办高技〔2018〕402号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201806/t20180627_962707.html,2018-04-02 10:59:53
关于支持香港全面参与和助力“一带一路”建设的安排,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201803/t20180328_962698.html,2018-03-28 10:26:49
印发《关于对交通运输工程建设领域守信典型企业实施联合激励的合作备忘录》的通知(发改财金〔2018〕377号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201803/t20180328_962697.html,2018-03-28 10:18:54
关于印发兰州—西宁城市群发展规划的通知(发改规划〔2018〕423号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201803/t20180319_962691.html,2018-03-19 16:56:12
关于印发兰州—西宁城市群发展规划的通知(发改规划〔2018〕423号),https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201803/t20180319_962248.html,2018-03-19 16:56:12
关于印发《公共资源交易评标专家专业分类标准》的通知(发改法规〔2018〕316号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201803/t20180315_962684.html,2018-03-15 17:23:41
关于新疆准东五彩湾矿区一号露天煤矿一期工程项目核准的批复(发改能源〔2018〕373号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201803/t20180313_962682.html,2018-03-13 09:34:36
关于内蒙古霍林河矿区达来胡硕(霍林河二号)煤矿项目核准的批复(发改能源〔2018〕372号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201803/t20180313_962681.html,2018-03-13 09:26:58
关于新疆大南湖矿区西区二号露天煤矿一期工程项目核准的批复(发改能源〔2018〕366号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201803/t20180313_962680.html,2018-03-13 09:17:41
关于印发呼包鄂榆城市群发展规划的通知(发改地区〔2018〕358号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201803/t20180306_962676.html,2018-03-06 16:31:25
关于印发呼包鄂榆城市群发展规划的通知(发改地区〔2018〕358号),https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201803/t20180306_962247.html,2018-03-06 16:31:25
印发《关于对出入境检验检疫企业实施守信联合激励和失信联合惩戒的合作备忘录》的通知(发改财金〔2018〕176号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201803/t20180305_962674.html,2018-03-05 10:15:32
关于浙江省嘉兴市湘家荡发展投资集团有限公司发行绿色债券核准的批复（发改企业债券〔2018〕22号）,https://www.ndrc.gov.cn/xxgk/zcfb/qt/201803/t20180302_966516.html,2018-03-02 09:50:35
关于新建北京至雄安城际铁路调整可行性研究报告的批复(发改基础〔2018〕263号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201803/t20180301_962670.html,2018-03-01 09:14:05
关于开展新建规模化林场试点工作的通知(发改办农经〔2018〕91号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201801/t20180129_962657.html,2018-01-29 08:58:31
关于长江干线武汉至安庆段6米水深航道整治工程可行性研究报告的批复(发改基础〔2018〕134号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201801/t20180126_962656.html,2018-01-26 09:37:01
关于新建弥勒至蒙自铁路调整可行性研究报告的批复(发改基础〔2018〕132号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201801/t20180126_962653.html,2018-01-26 09:00:28
关于印发《生态扶贫工作方案》的通知(发改农经〔2018〕124号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201801/t20180124_962651.html,2018-01-24 16:38:41
关于印发三江源国家公园总体规划的通知(发改社会〔2018〕64号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201801/t20180117_962645.html,2018-01-17 16:09:57
关于印发三江源国家公园总体规划的通知(发改社会〔2018〕64号),https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201801/t20180117_962245.html,2018-01-17 16:09:57
关于下放政府出资水利项目审批事项的通知(发改农经〔2017〕2296号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201801/t20180109_962642.html,2018-01-09 09:38:17
关于加快浅层地热能开发利用促进北方采暖地区燃煤减量替代的通知(发改环资〔2017〕2278号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201801/t20180108_962639.html,2018-01-08 15:19:56
关于请抓紧申报文化旅游提升工程实施方案2018年中央预算内投资计划建议的通知(发改办社会〔2017〕1832号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201801/t20180108_962637.html,2018-01-08 10:47:35
关于印发丹江口库区及上游水污染防治和水土保持“十三五”规划的通知(发改地区[2017]1002号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201801/t20180105_962635.html,2018-01-05 15:07:19
关于印发丹江口库区及上游水污染防治和水土保持“十三五”规划的通知(发改地区[2017]1002号),https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201801/t20180105_962244.html,2018-01-05 15:07:19
关于进一步推进煤炭企业兼并重组转型升级的意见(发改运行〔2017〕2118号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201801/t20180105_962634.html,2018-01-05 14:48:06
关于新建南昌经景德镇至黄山铁路可行性研究报告的批复(发改基础〔2017〕2252号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201801/t20180104_962633.html,2018-01-04 10:05:42
关于开展秸秆气化清洁能源利用工程建设的指导意见(发改办环资〔2017〕2143号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201801/t20180102_962631.html,2018-01-02 14:52:10
关于开展2018年度企业债券存续期监督检查和本息兑付风险排查有关工作的通知(发改办财金〔2017〕1958号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201712/t20171229_962630.html,2017-12-29 16:24:35
国家发展改革委关于废止有关规章和规范性文件的决定 2017年第12号令,https://www.ndrc.gov.cn/xxgk/zcfb/fzggwl/201712/t20171229_960850.html,2017-12-29 08:45:33
关于新建常德经益阳至长沙铁路可行性研究报告的批复(发改基础〔2017〕2195号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201712/t20171227_962629.html,2017-12-27 09:27:04
关于进一步做好生活垃圾焚烧发电厂规划选址工作的通知(发改环资规〔2017〕2166号),https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/201712/t20171220_960931.html,2017-12-20 15:54:17
关于印发《全国碳排放权交易市场建设方案(发电行业)》的通知(发改气候规〔2017〕2191号),https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/201712/t20171220_960930.html,2017-12-20 15:42:30
关于陕西榆神矿区小保当二号煤矿项目核准的批复(发改能源〔2017〕2089号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201712/t20171220_962624.html,2017-12-20 10:03:36
关于内蒙古贺斯格乌拉矿区南露天煤矿项目核准的批复(发改能源〔2017〕2066号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201712/t20171213_962615.html,2017-12-13 14:38:39
关于促进石化产业绿色发展的指导意见(发改产业〔2017〕2105号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201712/t20171212_962614.html,2017-12-12 10:58:30
关于开展大中型灌区农业节水综合示范工作的指导意见(发改农经〔2017〕2029号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201711/t20171130_962608.html,2017-11-30 13:15:07
关于全面深化价格机制改革的意见(发改价格〔2017〕1941号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201711/t20171110_962590.html,2017-11-10 14:28:22
关于深入推进生态保护与建设示范区有关工作的通知(发改农经〔2017〕1905号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201711/t20171109_962585.html,2017-11-09 15:10:44
关于推进资源循环利用基地建设的指导意见(发改办环资〔2017〕1778号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201711/t20171103_962583.html,2017-11-03 09:58:56
关于同意河北省大名县等135个县(市、区)结合新型城镇化开展支持农民工等人员返乡创业试点的通知(发改就业〔2017〕1848号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201711/t20171102_962582.html,2017-11-02 09:02:27
关于江西省彭泽县城市建设投资有限公司发行公司债券核准的批复(发改企业债券〔2017〕283号),https://www.ndrc.gov.cn/xxgk/zcfb/qt/201710/t20171031_966861.html,2017-10-31 14:41:31
关于新建盐城至南通铁路可行性研究报告的批复(发改基础〔2017〕1840号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201710/t20171026_962577.html,2017-10-26 15:39:17
关于深入推进供给侧结构性改革做好新形势下电力需求侧管理工作的通知(发改运行规〔2017〕1690号),https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/201709/t20170926_960924.html,2017-09-26 16:27:35
关于公布2017年全国节能公益广告作品征集评选结果的通知(新广电办发〔2017〕49号),https://www.ndrc.gov.cn/xxgk/zcfb/qt/201709/t20170905_966837.html,2017-09-05 14:37:58
关于东北内蒙古重点林区森林防火应急装备实施方案的批复(发改农经〔2017〕1422号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201708/t20170817_962539.html,2017-08-17 14:31:44
关于新建上海至南通铁路太仓至四团段可行性研究报告的批复(发改基础〔2017〕1481号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201708/t20170817_962538.html,2017-08-17 14:07:34
关于印发农业领域政府和社会资本合作第一批试点项目的通知(发改办农经〔2017〕1322号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201708/t20170804_962525.html,2017-08-04 10:30:10
关于印发《半导体照明产业“十三五”发展规划》的通知(发改环资〔2017〕1363号),https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201707/t20170728_962239.html,2017-07-28 15:13:10
关于印发《半导体照明产业“十三五”发展规划》的通知(发改环资〔2017〕1363号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201707/t20170728_962519.html,2017-07-28 15:13:10
关于贵州威宁民用机场项目可行性研究报告的批复(发改基础〔2017〕1357号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201707/t20170728_962518.html,2017-07-28 09:57:12
关于印发社会资本参与林业生态建设第一批试点项目的通知(发改办农经〔2017〕1243号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201707/t20170728_962517.html,2017-07-28 09:35:04
关于2016年固定资产投资项目节能审查意见落实情况监督检查结果的通知(发改办环资〔2017〕1225号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201707/t20170724_962516.html,2017-07-24 17:09:54
关于印发《促进乡村旅游发展提质升级行动方案（2017年）》的通知(发改社会〔2017〕1292号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201707/t20170718_962510.html,2017-07-18 12:07:49
关于加快运用PPP模式盘活基础设施存量资产有关工作的通知(发改投资〔2017〕1266号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201707/t20170707_963002.html,2017-07-07 08:55:55
关于印发《加快推进天然气利用的意见》的通知(发改能源〔2017〕1217号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201707/t20170704_963000.html,2017-07-04 16:50:07
关于做好2017年降成本重点工作的通知(发改运行〔2017〕1139号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201706/t20170630_962997.html,2017-06-30 08:59:03
关于印发《公共资源交易信息共享备忘录》的通知(发改办法规〔2017〕655号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201706/t20170622_962986.html,2017-06-22 10:24:02
关于在中美绿色合作伙伴计划框架下开展结对申请工作的通知(发改办国际〔2017〕670号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201706/t20170621_962980.html,2017-06-21 14:58:04
关于黑龙江泉林生态农业有限公司非公开发行绿色项目收益债券核准的批复信息概要(发改企业债券〔2017〕185号),https://www.ndrc.gov.cn/xxgk/zcfb/qt/201706/t20170607_966792.html,2017-06-07 22:17:29
关于江苏洪泽湖神舟旅游开发有限公司发行绿色债券核准的批复(发改企业债券〔2017〕226号),https://www.ndrc.gov.cn/xxgk/zcfb/qt/201706/t20170607_966789.html,2017-06-07 20:21:42
关于支持“飞地经济”发展的指导意见(发改地区〔2017〕922号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201706/t20170602_962976.html,2017-06-02 10:46:03
关于组织开展节能自愿承诺活动的通知(发改办环资〔2017〕927号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201705/t20170531_962975.html,2017-05-31 09:17:42
关于黑龙江泉林生态农业有限公司非公开发行绿色项目收益债券核准的批复(发改企业债券〔2017〕185号),https://www.ndrc.gov.cn/xxgk/zcfb/qt/201705/t20170525_966764.html,2017-05-25 23:13:59
关于印发全国动植物保护能力提升工程建设规划(2017-2025年)的通知(发改农经〔2017〕913号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201705/t20170525_962973.html,2017-05-25 09:43:15
关于安徽省芜湖新马投资有限公司发行公司债券核准的批复(发改企业债券〔2017〕176号),https://www.ndrc.gov.cn/xxgk/zcfb/qt/201705/t20170524_966729.html,2017-05-24 15:57:14
关于印发生态文明建设目标评价考核部际协作机制方案及组成单位成员名单的通知(发改办环资〔2017〕490号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201705/t20170522_962968.html,2017-05-22 14:01:51
关于2017年全国节能宣传周和全国低碳日活动的通知(发改环资〔2017〕948号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201705/t20170519_962964.html,2017-05-19 08:56:34
关于发布项目申请报告通用文本的通知(发改投资〔2017〕684号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201705/t20170518_962962.html,2017-05-18 09:25:01
关于印发《循环发展引领行动》的通知(发改环资〔2017〕751号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201705/t20170508_962956.html,2017-05-08 17:07:57
关于湖北省咸宁市城市建设投资开发有限公司发行公司债券核准的批复(发改企业债券〔2017〕159号),https://www.ndrc.gov.cn/xxgk/zcfb/qt/201705/t20170508_966708.html,2017-05-08 14:37:55
关于重庆市石柱土家族自治县鸿盛经济发展有限公司发行公司债券核准的批复(发改企业债券〔2017〕145号),https://www.ndrc.gov.cn/xxgk/zcfb/qt/201705/t20170508_966698.html,2017-05-08 11:35:36
关于联合举办2017年全国节能公益广告作品征集暨展播活动的通知(新广电办发〔2017〕21号),https://www.ndrc.gov.cn/xxgk/zcfb/qt/201705/t20170505_966685.html,2017-05-05 17:47:27
关于印发《政府和社会资本合作（PPP）项目专项债券发行指引》的通知(发改办财金〔2017〕730号),https://www.ndrc.gov.cn/xxgk/zcfb/qt/201705/t20170503_966683.html,2017-05-03 18:10:41
关于印发《能源生产和消费革命战略(2016-2030)》的通知(发改基础〔2016〕2795号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201704/t20170425_962953.html,2017-04-25 11:01:07
关于大江大河水文监测系统建设工程一期可行性研究报告的批复(发改农经〔2017〕688号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201704/t20170424_962951.html,2017-04-24 16:51:49
关于江苏省泰州凤城河建设发展有限公司发行公司债券核准的批复(发改企业债券〔2017〕111号),https://www.ndrc.gov.cn/xxgk/zcfb/qt/201704/t20170418_966663.html,2017-04-18 11:44:34
关于请组织推荐2017年国家园区循环化改造重点支持备选园区的通知(发改办环资〔2017〕565号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201704/t20170406_962939.html,2017-04-06 16:18:47
关于浙江省温州生态园开发建设投资集团有限公司发行公司债券核准的批复(发改企业债券〔2017〕104号),https://www.ndrc.gov.cn/xxgk/zcfb/qt/201704/t20170406_966657.html,2017-04-06 15:56:16
关于首都地区环线高速公路通州至大兴段可行性研究报告的批复(发改基础〔2017〕555号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201703/t20170331_962936.html,2017-03-31 08:42:47
关于河南省开封市发展投资有限公司发行绿色债券核准的批复(发改企业债券〔2017〕81号),https://www.ndrc.gov.cn/xxgk/zcfb/qt/201703/t20170321_967134.html,2017-03-21 16:49:44
关于溧阳至宁德公路江苏段可行性研究报告的批复(发改基础〔2017〕501号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201703/t20170320_962929.html,2017-03-20 16:53:30
关于印发《“十三五”时期文化旅游提升工程实施方案》的通知(发改社会〔2017〕245号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201703/t20170307_962923.html,2017-03-07 15:49:55
关于津石国家高速公路海滨大道至长深高速段可行性研究报告的批复(发改基础〔2017〕359号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201703/t20170307_962920.html,2017-03-07 09:21:46
关于克什克腾至承德公路内蒙古自治区段可行性研究报告的批复(发改基础〔2017〕358号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201703/t20170307_962919.html,2017-03-07 09:14:40
关于印发《“十三五”推进基本公共服务均等化规划》的通知(国发〔2017〕9号 ),https://www.ndrc.gov.cn/xxgk/zcfb/qt/201703/t20170301_967108.html,2017-03-01 18:20:33
关于印发气候适应型城市建设试点工作的通知(发改气候〔2017〕343号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201702/t20170224_962916.html,2017-02-24 17:18:35
关于扎实推进高标准农田建设的意见(发改农经〔2017〕331号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201702/t20170221_962909.html,2017-02-21 17:02:05
关于创新农村基础设施投融资体制机制的指导意见(国办发〔2017〕17号),https://www.ndrc.gov.cn/xxgk/zcfb/qt/201702/t20170220_967079.html,2017-02-20 11:03:48
关于印发北部湾城市群发展规划的通知(发改规划〔2017〕277号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201702/t20170216_962906.html,2017-02-16 10:02:29
关于印发北部湾城市群发展规划的通知(发改规划〔2017〕277号),https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201702/t20170216_962229.html,2017-02-16 10:02:29
关于印发《全国农村沼气发展“十三五”规划》的通知(发改农经〔2017〕178号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201702/t20170210_962902.html,2017-02-10 11:07:20
关于印发《全国农村沼气发展“十三五”规划》的通知(发改农经〔2017〕178号),https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201702/t20170210_962228.html,2017-02-10 11:07:20
关于印发《新型墙材推广应用行动方案》的通知(发改办环资〔2017〕212号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201702/t20170210_962901.html,2017-02-10 11:01:13
关于开发性金融支持特色小（城）镇建设促进脱贫攻坚的意见(发改规划〔2017〕102号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201702/t20170208_962900.html,2017-02-08 15:29:28
关于明确新增国家重点生态功能区类型的通知(发改办规划〔2017〕201号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201702/t20170208_962899.html,2017-02-08 11:00:22
关于加强分类引导培育资源型城市转型发展新动能的指导意见(发改振兴〔2017〕52号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201701/t20170125_962892.html,2017-01-25 10:40:22
关于进一步利用开发性和政策性金融推进林业生态建设的通知(发改农经〔2017〕140号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201701/t20170125_962889.html,2017-01-25 09:59:26
关于开展第三批国家低碳城市试点工作的通知(发改气候〔2017〕66号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201701/t20170124_962888.html,2017-01-24 09:56:34
关于宁夏自治区宁东至甜水堡(宁甘界)公路项目核准的批复(发改基础〔2017〕120号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201701/t20170122_962883.html,2017-01-22 16:27:13
关于印发《节水型社会建设“十三五”规划》的通知(发改环资〔2017〕128号),https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201701/t20170122_962223.html,2017-01-22 16:09:43
关于印发《节水型社会建设“十三五”规划》的通知(发改环资〔2017〕128号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201701/t20170122_962882.html,2017-01-22 16:09:43
关于西北区域人工影响天气能力建设项目可行性研究报告的批复(发改农经〔2017〕118号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201701/t20170122_962881.html,2017-01-22 15:10:57
关于促进海洋经济发展示范区建设发展的指导意见(发改地区〔2016〕2702号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201701/t20170117_962874.html,2017-01-17 09:44:17
关于印发《循环经济发展评价指标体系(2017年版)》的通知(发改环资〔2016〕2749号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201701/t20170112_962868.html,2017-01-12 10:22:49
关于促进食品工业健康发展的指导意见(发改产业〔2017〕19号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201701/t20170111_962862.html,2017-01-11 15:14:10
国务院关于印发“十三五”节能减排综合工作方案的通知(国发〔2016〕74号),https://www.ndrc.gov.cn/xxgk/zcfb/qt/201701/t20170105_966971.html,2017-01-05 17:34:29
关于印发中原城市群发展规划的通知(发改地区〔2016〕2817号),https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201701/t20170105_962218.html,2017-01-05 14:21:26
关于同意河北省阜城县等116个县(市、区)结合新型城镇化开展支持农民工等人员返乡创业试点的通知(发改就业〔2016〕2640号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201701/t20170105_962855.html,2017-01-05 10:54:21
关于印发促进电子商务发展部际综合协调工作组工作制度及三年行动实施方案(2016-2018年)的通知(发改办高技〔2016〕2632号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201701/t20170105_962854.html,2017-01-05 08:49:06
关于新建安庆至九江铁路可行性研究报告的批复(发改基础〔2016〕2716号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/201701/t20170104_962849.html,2017-01-04 15:26:02
